T_eff,log_g,Fe_H,h_1,h_2
9000.0,3.0,0.0,0.80621,0.47351
9000.0,3.5,0.0,0.80859,0.47058
9000.0,4.0,0.0,0.8099,0.46949
9000.0,4.5,0.0,0.81022,0.46795
9000.0,5.0,0.0,0.80982,0.46532
9250.0,2.0,0.0,0.80046,0.48062
9250.0,2.5,0.0,0.80617,0.47908
9250.0,3.0,0.0,0.81019,0.47388
9250.0,3.5,0.0,0.81305,0.47007
9250.0,4.0,0.0,0.81503,0.46765
9250.0,4.5,0.0,0.81609,0.4659
9250.0,5.0,0.0,0.81635,0.46299
9500.0,2.0,0.0,0.80387,0.48392
9500.0,2.5,0.0,0.80972,0.48167
9500.0,3.0,0.0,0.81383,0.47568
9500.0,3.5,0.0,0.81678,0.47003
9500.0,4.0,0.0,0.81908,0.46568
9500.0,4.5,0.0,0.82065,0.46341
9500.0,5.0,0.0,0.82166,0.46043
9750.0,2.0,0.0,0.80713,0.48493
9750.0,2.5,0.0,0.81335,0.48529
9750.0,3.0,0.0,0.81737,0.47807
9750.0,3.5,0.0,0.82026,0.4704
9750.0,4.0,0.0,0.82264,0.46575
9750.0,4.5,0.0,0.82456,0.46183
9750.0,5.0,0.0,0.82605,0.45976
10000.0,2.0,0.0,0.81044,0.48574
10000.0,2.5,0.0,0.8169,0.4862
10000.0,3.0,0.0,0.82089,0.48089
10000.0,3.5,0.0,0.82371,0.47288
10000.0,4.0,0.0,0.82593,0.46542
10000.0,4.5,0.0,0.82788,0.46023
10000.0,5.0,0.0,0.82954,0.45727
10250.0,2.0,0.0,0.81356,0.48437
10250.0,2.5,0.0,0.82042,0.48691
10250.0,3.0,0.0,0.8244,0.48281
10250.0,3.5,0.0,0.82697,0.4748
10250.0,4.0,0.0,0.82908,0.46712
10250.0,4.5,0.0,0.83095,0.46015
10250.0,5.0,0.0,0.8327,0.4562
10500.0,2.0,0.0,0.81624,0.48236
10500.0,2.5,0.0,0.82388,0.48531
10500.0,3.0,0.0,0.82784,0.48207
10500.0,3.5,0.0,0.83026,0.47495
10500.0,4.0,0.0,0.83211,0.46692
10500.0,4.5,0.0,0.83375,0.45857
10500.0,5.0,0.0,0.83565,0.45501
10750.0,2.0,0.0,0.81869,0.47979
10750.0,2.5,0.0,0.8271,0.48252
10750.0,3.0,0.0,0.83119,0.48009
10750.0,3.5,0.0,0.83342,0.47397
10750.0,4.0,0.0,0.8351,0.4669
10750.0,4.5,0.0,0.83664,0.45924
10750.0,5.0,0.0,0.83829,0.45386
11000.0,2.0,0.0,0.82061,0.47706
11000.0,2.5,0.0,0.83014,0.47866
11000.0,3.0,0.0,0.83454,0.47623
11000.0,3.5,0.0,0.83674,0.47238
11000.0,4.0,0.0,0.83817,0.46561
11000.0,4.5,0.0,0.83937,0.45829
11000.0,5.0,0.0,0.84093,0.45313
11250.0,2.0,0.0,0.82221,0.47465
11250.0,2.5,0.0,0.83284,0.47499
11250.0,3.0,0.0,0.8378,0.4733
11250.0,3.5,0.0,0.83995,0.46916
11250.0,4.0,0.0,0.84119,0.46377
11250.0,4.5,0.0,0.84208,0.45619
11250.0,5.0,0.0,0.84335,0.45142
11500.0,2.5,0.0,0.83521,0.47027
11500.0,3.0,0.0,0.8407,0.46723
11500.0,3.5,0.0,0.84312,0.46441
11500.0,4.0,0.0,0.84418,0.46042
11500.0,4.5,0.0,0.8448,0.45375
11500.0,5.0,0.0,0.84592,0.4492
11750.0,2.5,0.0,0.83727,0.46683
11750.0,3.0,0.0,0.84338,0.46209
11750.0,3.5,0.0,0.84601,0.45978
11750.0,4.0,0.0,0.847,0.45625
11750.0,4.5,0.0,0.84753,0.45186
11750.0,5.0,0.0,0.84827,0.4476
12000.0,2.5,0.0,0.83906,0.46377
12000.0,3.0,0.0,0.84591,0.45762
12000.0,3.5,0.0,0.84887,0.45423
12000.0,4.0,0.0,0.84993,0.45117
12000.0,4.5,0.0,0.85032,0.4475
12000.0,5.0,0.0,0.85082,0.44438
12250.0,2.5,0.0,0.84055,0.46072
12250.0,3.0,0.0,0.84794,0.4522
12250.0,3.5,0.0,0.85133,0.44861
12250.0,4.0,0.0,0.85255,0.4465
12250.0,4.5,0.0,0.85287,0.44383
12250.0,5.0,0.0,0.85329,0.44179
12500.0,2.5,0.0,0.8418,0.45827
12500.0,3.0,0.0,0.8499,0.44814
12500.0,3.5,0.0,0.85371,0.44303
12500.0,4.0,0.0,0.85514,0.44086
12500.0,4.5,0.0,0.85546,0.43924
12500.0,5.0,0.0,0.85558,0.43729
12750.0,2.5,0.0,0.84299,0.45737
12750.0,3.0,0.0,0.85159,0.44454
12750.0,3.5,0.0,0.85576,0.43733
12750.0,4.0,0.0,0.85744,0.43522
12750.0,4.5,0.0,0.85785,0.43431
12750.0,5.0,0.0,0.85783,0.43334
13000.0,2.5,0.0,0.8438,0.4543
13000.0,3.0,0.0,0.85306,0.44052
13000.0,3.5,0.0,0.85766,0.43193
13000.0,4.0,0.0,0.85961,0.42876
13000.0,4.5,0.0,0.86009,0.42781
13000.0,5.0,0.0,0.86009,0.42788
14000.0,2.5,0.0,0.84617,0.45048
14000.0,3.0,0.0,0.85768,0.42886
14000.0,3.5,0.0,0.86377,0.41467
14000.0,4.0,0.0,0.86686,0.40791
14000.0,4.5,0.0,0.86796,0.40576
14000.0,5.0,0.0,0.86823,0.40866
15000.0,2.5,0.0,0.84671,0.44904
15000.0,3.0,0.0,0.86048,0.42125
15000.0,3.5,0.0,0.86792,0.40131
15000.0,4.0,0.0,0.87201,0.39109
15000.0,4.5,0.0,0.87396,0.38697
15000.0,5.0,0.0,0.87475,0.38827
16000.0,2.5,0.0,0.84603,0.45193
16000.0,3.0,0.0,0.8623,0.41844
16000.0,3.5,0.0,0.87098,0.39294
16000.0,4.0,0.0,0.87577,0.37782
16000.0,4.5,0.0,0.87836,0.37184
16000.0,5.0,0.0,0.87978,0.37149
17000.0,2.5,0.0,0.84451,0.46286
17000.0,3.0,0.0,0.86331,0.41926
17000.0,3.5,0.0,0.8732,0.38724
17000.0,4.0,0.0,0.8788,0.36925
17000.0,4.5,0.0,0.88191,0.35973
17000.0,5.0,0.0,0.88362,0.35713
18000.0,2.5,0.0,0.8427,0.48383
18000.0,3.0,0.0,0.86365,0.4249
18000.0,3.5,0.0,0.8748,0.38429
18000.0,4.0,0.0,0.88104,0.36108
18000.0,4.5,0.0,0.8846,0.34947
18000.0,5.0,0.0,0.88679,0.34544
19000.0,3.0,0.0,0.86414,0.43903
19000.0,3.5,0.0,0.87609,0.38651
19000.0,4.0,0.0,0.88292,0.35634
19000.0,4.5,0.0,0.88693,0.34187
19000.0,5.0,0.0,0.88927,0.33569
20000.0,3.0,0.0,0.86517,0.46035
20000.0,3.5,0.0,0.87743,0.3927
20000.0,4.0,0.0,0.88462,0.35482
20000.0,4.5,0.0,0.88896,0.33656
20000.0,5.0,0.0,0.89148,0.32809
21000.0,3.0,0.0,0.86657,0.48275
21000.0,3.5,0.0,0.87925,0.40726
21000.0,4.0,0.0,0.88638,0.35855
21000.0,4.5,0.0,0.89073,0.3338
21000.0,5.0,0.0,0.89341,0.32229
22000.0,3.0,0.0,0.86741,0.49814
22000.0,3.5,0.0,0.8814,0.42072
22000.0,4.0,0.0,0.88835,0.36631
22000.0,4.5,0.0,0.89253,0.33551
22000.0,5.0,0.0,0.89518,0.32048
23000.0,3.0,0.0,0.86622,0.50517
23000.0,3.5,0.0,0.88358,0.43137
23000.0,4.0,0.0,0.89068,0.37536
23000.0,4.5,0.0,0.89452,0.33971
23000.0,5.0,0.0,0.89698,0.32017
24000.0,3.0,0.0,0.86297,0.51079
24000.0,3.5,0.0,0.88489,0.43715
24000.0,4.0,0.0,0.8931,0.38185
24000.0,4.5,0.0,0.89671,0.34481
24000.0,5.0,0.0,0.89872,0.32261
25000.0,3.0,0.0,0.85881,0.52768
25000.0,3.5,0.0,0.88491,0.44073
25000.0,4.0,0.0,0.89502,0.38426
25000.0,4.5,0.0,0.89901,0.34931
25000.0,5.0,0.0,0.90085,0.32714
26000.0,3.5,0.0,0.88368,0.44844
26000.0,4.0,0.0,0.89606,0.38545
26000.0,4.5,0.0,0.90096,0.34996
26000.0,5.0,0.0,0.90283,0.32894
27000.0,3.5,0.0,0.88221,0.46294
27000.0,4.0,0.0,0.89617,0.38857
27000.0,4.5,0.0,0.90236,0.34912
27000.0,5.0,0.0,0.90476,0.3295
28000.0,3.5,0.0,0.88144,0.48728
28000.0,4.0,0.0,0.8958,0.39479
28000.0,4.5,0.0,0.90305,0.34968
28000.0,5.0,0.0,0.90644,0.33026
29000.0,3.5,0.0,0.88149,0.51506
29000.0,4.0,0.0,0.89583,0.40859
29000.0,4.5,0.0,0.90355,0.35371
29000.0,5.0,0.0,0.90749,0.32935
30000.0,3.5,0.0,0.88263,0.56256
30000.0,4.0,0.0,0.89651,0.42244
30000.0,4.5,0.0,0.90407,0.35913
30000.0,5.0,0.0,0.90846,0.33016
31000.0,4.0,0.0,0.89805,0.44175
31000.0,4.5,0.0,0.90519,0.36471
31000.0,5.0,0.0,0.90951,0.33118
32000.0,4.0,0.0,0.9002,0.4682
32000.0,4.5,0.0,0.90695,0.37114
32000.0,5.0,0.0,0.91103,0.33032
33000.0,4.0,0.0,0.90287,0.50057
33000.0,4.5,0.0,0.90925,0.38045
33000.0,5.0,0.0,0.91307,0.33205
34000.0,4.0,0.0,0.90571,0.53564
34000.0,4.5,0.0,0.91208,0.39493
34000.0,5.0,0.0,0.91539,0.33152
35000.0,4.0,0.0,0.90833,0.56575
35000.0,4.5,0.0,0.91532,0.41173
35000.0,5.0,0.0,0.91816,0.33411
36000.0,4.0,0.0,0.91,0.57683
36000.0,4.5,0.0,0.91858,0.41984
36000.0,5.0,0.0,0.9213,0.33685
37000.0,4.0,0.0,0.91081,0.59117
37000.0,4.5,0.0,0.92147,0.42127
37000.0,5.0,0.0,0.92451,0.33531
38000.0,4.5,0.0,0.92369,0.41853
38000.0,5.0,0.0,0.92774,0.33217
39000.0,4.5,0.0,0.9251,0.41405
39000.0,5.0,0.0,0.93043,0.32283
40000.0,4.5,0.0,0.92603,0.41662
40000.0,5.0,0.0,0.93251,0.31768
41000.0,4.5,0.0,0.92649,0.42067
41000.0,5.0,0.0,0.93391,0.31023
42000.0,4.5,0.0,0.92688,0.43033
42000.0,5.0,0.0,0.93493,0.30826
43000.0,4.5,0.0,0.92705,0.43824
43000.0,5.0,0.0,0.93576,0.30924
44000.0,4.5,0.0,0.92746,0.45684
44000.0,5.0,0.0,0.9364,0.31072
45000.0,4.5,0.0,0.92761,0.46798
45000.0,5.0,0.0,0.93702,0.31446
46000.0,4.5,0.0,0.92774,0.48128
46000.0,5.0,0.0,0.93764,0.32047
47000.0,5.0,0.0,0.93815,0.32255
48000.0,5.0,0.0,0.93864,0.32513
49000.0,5.0,0.0,0.93921,0.33153
50000.0,5.0,0.0,0.93978,0.34059
3500.0,0.0,0.0,0.56291,0.34485
3500.0,0.5,0.0,0.56466,0.33404
3500.0,1.0,0.0,0.56883,0.32445
3500.0,1.5,0.0,0.57458,0.31709
3500.0,2.0,0.0,0.58115,0.31205
3500.0,2.5,0.0,0.58837,0.31054
3500.0,3.0,0.0,0.5994,0.32052
3500.0,3.5,0.0,0.63453,0.38303
3500.0,4.0,0.0,0.68068,0.48728
3500.0,4.5,0.0,0.71426,0.57904
3500.0,5.0,0.0,0.7316,0.63821
3750.0,0.0,0.0,0.58318,0.371
3750.0,0.5,0.0,0.58159,0.36529
3750.0,1.0,0.0,0.58103,0.35709
3750.0,1.5,0.0,0.58113,0.34716
3750.0,2.0,0.0,0.58249,0.33679
3750.0,2.5,0.0,0.5852,0.32732
3750.0,3.0,0.0,0.58975,0.32055
3750.0,3.5,0.0,0.60516,0.33172
3750.0,4.0,0.0,0.655,0.40749
3750.0,4.5,0.0,0.71098,0.53485
3750.0,5.0,0.0,0.74471,0.64561
4000.0,0.0,0.0,0.60049,0.37671
4000.0,0.5,0.0,0.59932,0.37611
4000.0,1.0,0.0,0.59825,0.37242
4000.0,1.5,0.0,0.59775,0.36743
4000.0,2.0,0.0,0.59805,0.36179
4000.0,2.5,0.0,0.59889,0.35565
4000.0,3.0,0.0,0.60066,0.34957
4000.0,3.5,0.0,0.60405,0.34514
4000.0,4.0,0.0,0.62095,0.35778
4000.0,4.5,0.0,0.67264,0.42474
4000.0,5.0,0.0,0.72823,0.53767
4250.0,0.0,0.0,0.61883,0.38239
4250.0,0.5,0.0,0.61758,0.3838
4250.0,1.0,0.0,0.61627,0.38215
4250.0,1.5,0.0,0.61606,0.38037
4250.0,2.0,0.0,0.61563,0.37581
4250.0,2.5,0.0,0.61579,0.37135
4250.0,3.0,0.0,0.61634,0.36622
4250.0,3.5,0.0,0.61777,0.36199
4250.0,4.0,0.0,0.62044,0.36003
4250.0,4.5,0.0,0.63522,0.37152
4250.0,5.0,0.0,0.67973,0.4204
4500.0,0.0,0.0,0.63939,0.39173
4500.0,0.5,0.0,0.63763,0.39425
4500.0,1.0,0.0,0.63677,0.39532
4500.0,1.5,0.0,0.63606,0.39507
4500.0,2.0,0.0,0.63564,0.3935
4500.0,2.5,0.0,0.63464,0.38886
4500.0,3.0,0.0,0.63431,0.38417
4500.0,3.5,0.0,0.63443,0.37974
4500.0,4.0,0.0,0.63543,0.37621
4500.0,4.5,0.0,0.63752,0.37509
4500.0,5.0,0.0,0.64815,0.38342
4750.0,0.0,0.0,0.66138,0.40117
4750.0,0.5,0.0,0.65893,0.40588
4750.0,1.0,0.0,0.65753,0.40849
4750.0,1.5,0.0,0.65698,0.41072
4750.0,2.0,0.0,0.65613,0.41089
4750.0,2.5,0.0,0.65499,0.40869
4750.0,3.0,0.0,0.65421,0.40575
4750.0,3.5,0.0,0.65321,0.4012
4750.0,4.0,0.0,0.65325,0.39784
4750.0,4.5,0.0,0.65362,0.39499
4750.0,5.0,0.0,0.65522,0.39462
5000.0,0.0,0.0,0.68322,0.40357
5000.0,0.5,0.0,0.68108,0.41271
5000.0,1.0,0.0,0.67955,0.41887
5000.0,1.5,0.0,0.67815,0.42435
5000.0,2.0,0.0,0.67787,0.42832
5000.0,2.5,0.0,0.67656,0.42994
5000.0,3.0,0.0,0.67489,0.42743
5000.0,3.5,0.0,0.67313,0.42345
5000.0,4.0,0.0,0.6723,0.42113
5000.0,4.5,0.0,0.67184,0.41893
5000.0,5.0,0.0,0.6724,0.41851
5250.0,0.0,0.0,0.7045,0.40659
5250.0,0.5,0.0,0.70209,0.41453
5250.0,1.0,0.0,0.70029,0.42382
5250.0,1.5,0.0,0.69873,0.43419
5250.0,2.0,0.0,0.69804,0.44107
5250.0,2.5,0.0,0.69681,0.44604
5250.0,3.0,0.0,0.69552,0.44781
5250.0,3.5,0.0,0.69378,0.44682
5250.0,4.0,0.0,0.692,0.44387
5250.0,4.5,0.0,0.69104,0.44226
5250.0,5.0,0.0,0.69096,0.44302
5500.0,0.0,0.0,0.69618,0.35942
5500.0,0.5,0.0,0.72102,0.41922
5500.0,1.0,0.0,0.71858,0.42657
5500.0,1.5,0.0,0.71751,0.43653
5500.0,2.0,0.0,0.71713,0.44667
5500.0,2.5,0.0,0.71665,0.45768
5500.0,3.0,0.0,0.71578,0.46512
5500.0,3.5,0.0,0.71334,0.46757
5500.0,4.0,0.0,0.71124,0.46572
5500.0,4.5,0.0,0.71015,0.46478
5500.0,5.0,0.0,0.70961,0.46607
5750.0,0.0,0.0,0.6986,0.36881
5750.0,0.5,0.0,0.70753,0.36883
5750.0,1.0,0.0,0.72698,0.41931
5750.0,1.5,0.0,0.73454,0.43867
5750.0,2.0,0.0,0.73387,0.45014
5750.0,2.5,0.0,0.73381,0.46392
5750.0,3.0,0.0,0.73269,0.47613
5750.0,3.5,0.0,0.73115,0.48324
5750.0,4.0,0.0,0.7293,0.48449
5750.0,4.5,0.0,0.728,0.48558
5750.0,5.0,0.0,0.7274,0.48703
6000.0,0.0,0.0,0.70255,0.3738
6000.0,0.5,0.0,0.70862,0.38539
6000.0,1.0,0.0,0.71754,0.38037
6000.0,1.5,0.0,0.74156,0.43446
6000.0,2.0,0.0,0.74877,0.45899
6000.0,2.5,0.0,0.74807,0.47051
6000.0,3.0,0.0,0.74735,0.4827
6000.0,3.5,0.0,0.74653,0.49208
6000.0,4.0,0.0,0.74544,0.49891
6000.0,4.5,0.0,0.74398,0.50195
6000.0,5.0,0.0,0.74387,0.5054
6250.0,0.5,0.0,0.71093,0.39062
6250.0,1.0,0.0,0.71907,0.4032
6250.0,1.5,0.0,0.73198,0.39863
6250.0,2.0,0.0,0.75427,0.45443
6250.0,2.5,0.0,0.76052,0.47929
6250.0,3.0,0.0,0.75977,0.48803
6250.0,3.5,0.0,0.75924,0.49887
6250.0,4.0,0.0,0.75856,0.50746
6250.0,4.5,0.0,0.75754,0.51358
6250.0,5.0,0.0,0.75798,0.51796
6500.0,0.5,0.0,0.71736,0.39703
6500.0,1.0,0.0,0.72012,0.40922
6500.0,1.5,0.0,0.72992,0.42017
6500.0,2.0,0.0,0.74594,0.41599
6500.0,2.5,0.0,0.76618,0.47646
6500.0,3.0,0.0,0.77037,0.49922
6500.0,3.5,0.0,0.76999,0.50739
6500.0,4.0,0.0,0.76926,0.51758
6500.0,4.5,0.0,0.76889,0.5223
6500.0,5.0,0.0,0.76962,0.52725
6750.0,0.5,0.0,0.72641,0.41356
6750.0,1.0,0.0,0.72607,0.41588
6750.0,1.5,0.0,0.73003,0.42984
6750.0,2.0,0.0,0.74151,0.43858
6750.0,2.5,0.0,0.76006,0.43989
6750.0,3.0,0.0,0.77643,0.50371
6750.0,3.5,0.0,0.77924,0.52223
6750.0,4.0,0.0,0.77849,0.52784
6750.0,4.5,0.0,0.7786,0.53107
6750.0,5.0,0.0,0.77933,0.53532
7000.0,0.5,0.0,0.73498,0.4298
7000.0,1.0,0.0,0.73555,0.43269
7000.0,1.5,0.0,0.73544,0.43435
7000.0,2.0,0.0,0.74082,0.45106
7000.0,2.5,0.0,0.754,0.45939
7000.0,3.0,0.0,0.77397,0.47381
7000.0,3.5,0.0,0.78537,0.53034
7000.0,4.0,0.0,0.78695,0.54226
7000.0,4.5,0.0,0.78705,0.54228
7000.0,5.0,0.0,0.78737,0.54589
7250.0,0.5,0.0,0.74326,0.44357
7250.0,1.0,0.0,0.74498,0.44798
7250.0,1.5,0.0,0.74565,0.45092
7250.0,2.0,0.0,0.74542,0.4511
7250.0,2.5,0.0,0.75217,0.47146
7250.0,3.0,0.0,0.76714,0.48068
7250.0,3.5,0.0,0.78718,0.50449
7250.0,4.0,0.0,0.79389,0.55655
7250.0,4.5,0.0,0.7951,0.55676
7250.0,5.0,0.0,0.79493,0.55881
7500.0,0.5,0.0,0.7529,0.45445
7500.0,1.0,0.0,0.75372,0.45771
7500.0,1.5,0.0,0.75588,0.46366
7500.0,2.0,0.0,0.75666,0.46662
7500.0,2.5,0.0,0.75671,0.46658
7500.0,3.0,0.0,0.76455,0.49207
7500.0,3.5,0.0,0.78104,0.51097
7500.0,4.0,0.0,0.79877,0.5527
7500.0,4.5,0.0,0.80159,0.57457
7500.0,5.0,0.0,0.80218,0.57454
7750.0,1.0,0.0,0.76063,0.46053
7750.0,1.5,0.0,0.76462,0.46962
7750.0,2.0,0.0,0.76698,0.47584
7750.0,2.5,0.0,0.76776,0.47805
7750.0,3.0,0.0,0.76801,0.47877
7750.0,3.5,0.0,0.77702,0.51164
7750.0,4.0,0.0,0.79436,0.53586
7750.0,4.5,0.0,0.80955,0.57571
7750.0,5.0,0.0,0.80856,0.59539
8000.0,1.0,0.0,0.76641,0.45883
8000.0,1.5,0.0,0.77165,0.47083
8000.0,2.0,0.0,0.77545,0.47689
8000.0,2.5,0.0,0.77744,0.4813
8000.0,3.0,0.0,0.77823,0.4832
8000.0,3.5,0.0,0.77894,0.48761
8000.0,4.0,0.0,0.78986,0.53342
8000.0,4.5,0.0,0.80681,0.57873
8000.0,5.0,0.0,0.81387,0.61158
8250.0,1.0,0.0,0.77015,0.4493
8250.0,1.5,0.0,0.7768,0.46969
8250.0,2.0,0.0,0.7822,0.47609
8250.0,2.5,0.0,0.7856,0.47968
8250.0,3.0,0.0,0.78742,0.48234
8250.0,3.5,0.0,0.78797,0.48367
8250.0,4.0,0.0,0.78939,0.49532
8250.0,4.5,0.0,0.80232,0.56102
8250.0,5.0,0.0,0.81832,0.60879
8500.0,1.5,0.0,0.7808,0.46994
8500.0,2.0,0.0,0.78721,0.47489
8500.0,2.5,0.0,0.7917,0.47602
8500.0,3.0,0.0,0.79463,0.47713
8500.0,3.5,0.0,0.79623,0.4793
8500.0,4.0,0.0,0.79691,0.48206
8500.0,4.5,0.0,0.79999,0.50838
8500.0,5.0,0.0,0.81449,0.59264
8750.0,1.5,0.0,0.78422,0.47171
8750.0,2.0,0.0,0.79153,0.47849
8750.0,2.5,0.0,0.79678,0.4767
8750.0,3.0,0.0,0.8006,0.4759
8750.0,3.5,0.0,0.80298,0.47506
8750.0,4.0,0.0,0.80425,0.47527
8750.0,4.5,0.0,0.80493,0.47919
8750.0,5.0,0.0,0.81119,0.5324
9000.0,1.5,0.0,0.78714,0.4726
9000.0,2.0,0.0,0.79532,0.48191
9000.0,2.5,0.0,0.80084,0.47874
9000.0,3.0,0.0,0.80515,0.47509
9000.0,3.5,0.0,0.80814,0.47198
9000.0,4.0,0.0,0.81026,0.4715
9000.0,4.5,0.0,0.81125,0.47114
9000.0,5.0,0.0,0.81148,0.47053
9250.0,2.0,0.0,0.79896,0.48717
9250.0,2.5,0.0,0.80463,0.48396
9250.0,3.0,0.0,0.80886,0.47588
9250.0,3.5,0.0,0.81233,0.47065
9250.0,4.0,0.0,0.81488,0.46781
9250.0,4.5,0.0,0.81673,0.46786
9250.0,5.0,0.0,0.81766,0.46636
9500.0,2.0,0.0,0.80277,0.49106
9500.0,2.5,0.0,0.80846,0.48859
9500.0,3.0,0.0,0.81262,0.47979
9500.0,3.5,0.0,0.81611,0.47229
9500.0,4.0,0.0,0.81882,0.46705
9500.0,4.5,0.0,0.821,0.464
9500.0,5.0,0.0,0.82263,0.46251
9750.0,2.0,0.0,0.80648,0.49313
9750.0,2.5,0.0,0.81238,0.49297
9750.0,3.0,0.0,0.81633,0.48408
9750.0,3.5,0.0,0.81953,0.4742
9750.0,4.0,0.0,0.82228,0.46737
9750.0,4.5,0.0,0.82464,0.46259
9750.0,5.0,0.0,0.82658,0.46019
10000.0,2.0,0.0,0.81018,0.4929
10000.0,2.5,0.0,0.81631,0.49462
10000.0,3.0,0.0,0.82001,0.48749
10000.0,3.5,0.0,0.82291,0.4779
10000.0,4.0,0.0,0.82553,0.46862
10000.0,4.5,0.0,0.82773,0.46106
10000.0,5.0,0.0,0.82998,0.45843
10250.0,2.0,0.0,0.81348,0.49093
10250.0,2.5,0.0,0.82015,0.49477
10250.0,3.0,0.0,0.82385,0.4905
10250.0,3.5,0.0,0.8263,0.48061
10250.0,4.0,0.0,0.82851,0.46979
10250.0,4.5,0.0,0.83082,0.46199
10250.0,5.0,0.0,0.83309,0.45815
10500.0,2.0,0.0,0.81649,0.48788
10500.0,2.5,0.0,0.82404,0.49265
10500.0,3.0,0.0,0.82766,0.49012
10500.0,3.5,0.0,0.82982,0.48172
10500.0,4.0,0.0,0.83162,0.47111
10500.0,4.5,0.0,0.83368,0.46249
10500.0,5.0,0.0,0.83578,0.45643
10750.0,2.0,0.0,0.8188,0.48301
10750.0,2.5,0.0,0.82749,0.48868
10750.0,3.0,0.0,0.83136,0.48786
10750.0,3.5,0.0,0.83336,0.48192
10750.0,4.0,0.0,0.83486,0.47277
10750.0,4.5,0.0,0.83643,0.46268
10750.0,5.0,0.0,0.83836,0.45569
11000.0,2.5,0.0,0.83065,0.48321
11000.0,3.0,0.0,0.83499,0.4834
11000.0,3.5,0.0,0.83696,0.47939
11000.0,4.0,0.0,0.83804,0.47158
11000.0,4.5,0.0,0.83927,0.46277
11000.0,5.0,0.0,0.84094,0.45496
11250.0,2.5,0.0,0.83344,0.47835
11250.0,3.0,0.0,0.83832,0.47758
11250.0,3.5,0.0,0.84046,0.47654
11250.0,4.0,0.0,0.84138,0.47105
11250.0,4.5,0.0,0.84209,0.46227
11250.0,5.0,0.0,0.8433,0.45391
11500.0,2.5,0.0,0.83582,0.47352
11500.0,3.0,0.0,0.84147,0.47145
11500.0,3.5,0.0,0.84377,0.47096
11500.0,4.0,0.0,0.84451,0.46684
11500.0,4.5,0.0,0.84504,0.46013
11500.0,5.0,0.0,0.84594,0.45261
11750.0,2.5,0.0,0.8378,0.46935
11750.0,3.0,0.0,0.84414,0.46474
11750.0,3.5,0.0,0.84691,0.4651
11750.0,4.0,0.0,0.84769,0.463
11750.0,4.5,0.0,0.8479,0.45743
11750.0,5.0,0.0,0.84835,0.45054
12000.0,2.5,0.0,0.83955,0.46567
12000.0,3.0,0.0,0.8466,0.45928
12000.0,3.5,0.0,0.84977,0.45809
12000.0,4.0,0.0,0.85074,0.45734
12000.0,4.5,0.0,0.85084,0.45375
12000.0,5.0,0.0,0.85113,0.44873
12250.0,2.5,0.0,0.8409,0.46271
12250.0,3.0,0.0,0.84872,0.45414
12250.0,3.5,0.0,0.85225,0.451
12250.0,4.0,0.0,0.85348,0.45093
12250.0,4.5,0.0,0.85355,0.44855
12250.0,5.0,0.0,0.85362,0.44609
12500.0,2.5,0.0,0.8421,0.46048
12500.0,3.0,0.0,0.85072,0.45019
12500.0,3.5,0.0,0.85474,0.44523
12500.0,4.0,0.0,0.85628,0.44534
12500.0,4.5,0.0,0.85623,0.44244
12500.0,5.0,0.0,0.85621,0.44261
12750.0,2.5,0.0,0.84302,0.45827
12750.0,3.0,0.0,0.85228,0.44612
12750.0,3.5,0.0,0.85683,0.4396
12750.0,4.0,0.0,0.8587,0.43895
12750.0,4.5,0.0,0.85883,0.43771
12750.0,5.0,0.0,0.85858,0.43713
13000.0,2.5,0.0,0.84377,0.4563
13000.0,3.0,0.0,0.85371,0.44198
13000.0,3.5,0.0,0.85876,0.43399
13000.0,4.0,0.0,0.86083,0.43187
13000.0,4.5,0.0,0.86122,0.43117
13000.0,5.0,0.0,0.86109,0.43255
14000.0,2.5,0.0,0.84548,0.45047
14000.0,3.0,0.0,0.85798,0.42963
14000.0,3.5,0.0,0.86464,0.41514
14000.0,4.0,0.0,0.86799,0.40769
14000.0,4.5,0.0,0.86949,0.40796
14000.0,5.0,0.0,0.8696,0.40924
15000.0,2.5,0.0,0.84544,0.44861
15000.0,3.0,0.0,0.86037,0.42147
15000.0,3.5,0.0,0.86846,0.40107
15000.0,4.0,0.0,0.87306,0.39063
15000.0,4.5,0.0,0.87533,0.38671
15000.0,5.0,0.0,0.87619,0.38678
16000.0,2.5,0.0,0.84406,0.45195
16000.0,3.0,0.0,0.86145,0.41702
16000.0,3.5,0.0,0.87108,0.39148
16000.0,4.0,0.0,0.8764,0.37493
16000.0,4.5,0.0,0.87945,0.36896
16000.0,5.0,0.0,0.88112,0.36853
17000.0,2.5,0.0,0.84237,0.4684
17000.0,3.0,0.0,0.86202,0.41819
17000.0,3.5,0.0,0.87286,0.38455
17000.0,4.0,0.0,0.879,0.36441
17000.0,4.5,0.0,0.88264,0.35556
17000.0,5.0,0.0,0.88475,0.35242
18000.0,3.0,0.0,0.86243,0.4295
18000.0,3.5,0.0,0.87415,0.38301
18000.0,4.0,0.0,0.88104,0.35758
18000.0,4.5,0.0,0.88514,0.34516
18000.0,5.0,0.0,0.88765,0.34092
19000.0,3.0,0.0,0.86332,0.44984
19000.0,3.5,0.0,0.87553,0.38901
19000.0,4.0,0.0,0.88271,0.35385
19000.0,4.5,0.0,0.8872,0.33728
19000.0,5.0,0.0,0.88989,0.3301
20000.0,3.0,0.0,0.86514,0.4769
